st_abbrev,district,state_dist,party,total_receipt,total_disbursement,cash_on_hand_cop,debt_owed_by_committee,total_contribution,total_loan,offsets_to_operating_expenditure,other_receipts,operating_expenditure,total_loan_Repayment,total_contribution_refund,other_disbursements,net_contribution,net_operating_expenditure,cash_on_hand_bop,debt_owe_to_committee,Total_population,Male,Under_5_years,5_to_9_years,10_to_14_years,15_to_19_years,20_to_24_years,25_to_34_years,35_to_44_years,45_to_54_years,55_to_59_years,60_to_64_years,65_to_74_years,75_to_84_years,85_years_and_over,One_race,White,Black_or_African_American,American_Indian_and_Alaska_Native,Asian,Native_Hawaiian_and_Other_Pacific_Islander,Some_other_race,Hispanic_or_Latino_of_any_race,State_of_residence,Different_state1,Born_in_PR__US_Is_areas_or_abroad_to_US_parents,American,Arab,Czech,Danish,Dutch,English,French_except_Basque,French_Canadian,German,Greek,Hungarian,Irish,Italian,Lithuanian,Norwegian,Polish,Portuguese,Russian,ScotchIrish,Scottish,Slovak,Subsaharan_African,Swedish,Swiss,Ukrainian,Welsh,West_Indian_excluding_Hispanic_origin_groups,Civilian_veterans,Total_civilian_noninstitutionalized_population,With_a_disability1,Same_house,Same_county,Same_state,Abroad,Unemployed,Armed_Forces,Not_in_labor_force,Car__truck__or_van__drove_alone,Public_transportation_excluding_taxicab,Walked,Other_means,Worked_at_home,Mean_travel_time_to_work_minutes,Management__business__science__and_arts_occupations,Service_occupations,Sales_and_office_occupations,Natural_resources__construction__and_maintenance_occupations,Production__transportation__and_material_moving_occupations,Agriculture__forestry__fishing_and_hunting__and_mining,Construction1,Manufacturing1,Wholesale_trade1,Retail_trade1,Transportation_and_warehousing__and_utilities1,Information1,Finance_and_insurance__and_real_estate_and_rental_and_leasing,Prof__scientific__and_mngmnt__and_admin_and_waste_mngmnt_ser,Educational_services__and_health_care_and_social_assistance,Arts_Entmt_and_recreation_and_accommodation_and_food_services,Other_services__except_public_administration,Public_administration,Private_wage_and_salary_workers,Government_workers,Selfemployed_in_own_not_incorporated_business_workers,Unpaid_family_workers,Total_housing_units,Rental_vacancy_rate,Owneroccupied,Average_household_size_of_owneroccupied_unit,Average_household_size_of_renteroccupied_unit,Moved_in_2015_or_later,Moved_in_2010_to_2014,Moved_in_2000_to_2009,Moved_in_1990_to_1999,Moved_in_1980_to_1989,Moved_in_1979_and_earlier,Less_than_50_000,50_000_to_99_999,100_000_to_149_999a,150_000_to_199_999,200_000_to_299_999,300_000_to_499_999,500_000_to_999_999,1_000_000_or_more,Median_dollars1,Housing_units_with_a_mortgage,Median_dollars2,Median_dollars3,Occupied_units_paying_rent,Median_dollars4,No_rent_paid,Less_than_10_000,10_000_to_14_999,15_000_to_24_999,25_000_to_34_999,35_000_to_49_999,50_000_to_74_999,75_000_to_99_999,100_000_to_149_999b,150_000_to_199_000,200_000_or_more,With_private_health_insurance,With_public_coverage,No_health_insurance_coverage1,All_families,Less_than_9th_grade,9th_to_12th_grade__no_diploma,High_school_graduate_includes_equivalency,Some_college__no_degree,Associate_s_degree,Bachelor_s_degree,Graduate_or_professional_degree,Percent_high_school_graduate_or_higher,Percent_bachelor_s_degree_or_higher,Total_for_all_sectors2,Agriculture__forestry__fishing_and_hunting2,Mining__quarrying__and_oil_and_gas_extraction2,Utilities2,Construction3,Manufacturing3,Wholesale_trade3,Retail_trade3,Transportation_and_warehousing2,Information3,Finance_and_insurance2,Real_estate_and_rental_and_leasing2,Professional__scientific__and_technical_services2,Management_of_companies_and_enterprises2,Admin_and_support_and_waste_mngmt_and_remediation_services2,Educational_services2,Health_care_and_social_assistance2,Arts__entertainment__and_recreation2,Accommodation_and_food_services2,Other_services_except_public_administration2,Industries_not_classified2
AR,3,AR_03,REP,1096640,1063570,1198890,0,1090510,0,6130.35,0,949066,0,0,114500,1090510,942936,1165820,0,807421,401209,53608,56312,57515,59953,58690,111435,105716,97566,46852,46217,67577,33331,12649,779992,669282,23473,9121,24944,6499,46673,117839,386020,338772,8763,74507,1386,3445,2005,10525,66745,14715,2101,79121,1307,878,74697,17634,167,6579,7319,343,1352,9238,15169,494,903,4351,2838,261,5672,790,50793,800417,108392,659334,73562,23836,2852,19586,871,233568,307821,778,7334,3544,14159,20.2,136162,57397,86512,36713,58004,5574,27297,56073,10738,60256,22710,4505,17459,32248,81633,29813,15815,10667,313066,41377,19946,399,336959,5.9,190030,2.67,2.52,103943,69846,71503,31803,12600,12149,13168,32086,40780,35893,37477,23262,6457,907,159600,115180,1137,348,105707,729,6107,19735,15063,35552,32845,42714,59752,35326,32292,16106,12459,528931,286053,77770,10.2,28383,44489,151807,112770,34007,99529,50358,86,28.8,15048329,27260,41754,230978,635951,2179266,872847,1110069,1164281,291384,473537,151340,970642,3593385,405961,73520,1961601,56735,515641,291375,802
AR,4,AR_04,REP,1574700,960858,958378,0,1574690,0,12,0,934708,0,13650,12500,1561040,934696,344534,0,709378,347009,40423,46269,45878,49884,45729,78670,79896,90404,49621,47392,77231,43980,14001,696202,525582,135651,5672,5115,1400,22782,42179,461399,223307,3853,93288,136,438,890,6643,44724,10677,2074,58614,516,100,59798,9308,538,2842,4796,430,858,7568,9487,119,1889,2644,457,316,2877,885,47765,695659,144822,610951,50265,28476,951,19720,225,269929,227809,755,5288,2142,7585,22.5,81060,46115,60791,33871,54086,11540,18987,45536,5432,33725,14883,2762,11320,18043,65322,22162,11813,14398,210248,47875,17081,719,347518,8.2,190624,2.53,2.44,68119,57354,68741,37993,17702,24506,40539,56107,34933,25809,21537,7888,2970,841,98500,91813,895,305,72400,623,11391,26666,21762,38094,33282,42564,47129,27834,25556,7403,4125,401614,348210,52926,13.6,22978,47233,182686,114804,30612,53718,29164,85.4,17.2,6504135,116907,63274,120688,371114,2038753,212437,704294,289729,76490,276106,67211,168728,165121,218998,49431,1089800,48256,263695,162396,707
AZ,1,AZ_01,DEM,2408830,2023000,403121,0,2387990,0,15756.2,0,1988800,0,21645,10800,2366340,1973050,17291.9,0,765810,386962,44305,47952,57478,61690,53407,93803,88998,82140,49487,48322,82280,43558,12390,736838,509036,17786,173643,12252,3984,20137,180477,397562,313506,7595,27479,1478,1424,6428,9464,55723,13230,2902,78986,2024,2174,53265,25238,1041,10334,13796,2106,4904,6500,14794,474,1848,9526,1919,591,3411,555,55073,745961,113632,622101,66922,38148,3884,25215,382,287979,218497,1966,11683,4702,15906,23.4,93664,68771,70435,28636,29382,11362,17390,19037,4128,35164,15987,3875,12590,24176,73024,41216,12021,20918,213589,60450,15976,873,338585,6.9,177352,2.85,2.89,72193,57669,69694,29060,14758,11911,26235,21429,24260,26781,33847,31909,10885,2006,180500,93667,1271,333,67127,895,10806,26988,12745,25089,24734,37393,44967,32474,30651,11154,9090,430430,334212,75905,13.5,24343,44479,134446,132713,38093,75500,51404,86.3,25.3,6415346,13522,538586,153256,290695,1088228,155325,734438,195980,110908,145575,83228,214713,53916,238681,100353,1352419,122616,653288,168430,1189
AZ,2,AZ_02,DEM,4087160,3275820,811343,0,3331030,0,2870.25,0,3207090,0,40534.4,28200,3290500,3204220,0,0,720429,356549,42135,43223,36904,38658,53785,92308,77771,83791,44895,50252,87558,49081,20068,690722,588191,28969,11256,23626,1681,36999,207944,266917,362719,16757,26071,4051,3429,5663,10006,70384,17877,4042,118277,2819,4474,76862,29465,1688,10510,18254,897,7409,9311,12415,1362,3507,11192,2393,767,5598,1282,77516,695730,112769,567920,92341,14577,5752,22586,8299,255590,238453,6683,6025,9197,17666,23.3,124568,58821,77231,20234,23527,4660,15473,18528,4953,36929,12380,4190,19699,42614,76537,28815,14396,25207,226114,58582,19150,535,350528,7.5,192881,2.37,2.18,107468,63951,67575,35830,14082,14534,14278,17328,32978,41660,45095,28036,11289,2217,185900,118535,1266,412,105897,873,4662,22178,17298,31513,30959,40072,56026,40381,38252,11999,14762,462125,307300,46161,9.8,13388,26600,100340,133966,52296,101259,77875,92.1,35.4,7971798,5076,80416,52546,490277,349925,153233,1001801,123577,205196,633847,186624,973604,230687,485448,158416,2038847,66674,499114,236016,474
AZ,3,AZ_03,DEM,645538,591169,112519,4015.59,637608,0,3489.91,0,561016,0,9500,20652.5,628108,557527,58150.3,0,773297,386288,54109,55063,60344,67520,69822,109089,101716,85904,41532,39317,54766,24754,9361,737069,541057,33278,41757,14404,2523,104050,487562,375382,225471,13084,18923,1668,1270,1791,4072,26370,9150,1382,51284,990,1418,34723,14850,657,6362,8014,1184,2665,2765,5549,267,5091,4589,1067,460,2025,1718,36579,756085,97808,634403,88235,12015,5387,28622,1380,230168,246819,6016,7180,8163,14110,26.5,84735,76424,82888,44409,43175,8464,29326,19588,7932,40348,23671,4012,17808,37576,69091,39998,14006,19811,259626,51968,19815,222,273572,3.9,153616,3.13,3,79598,60510,57046,25203,10252,9662,14063,23698,33377,34061,32397,12118,3329,573,156800,102847,1132,353,84053,926,4602,20620,13106,28462,27066,37110,48281,27906,27385,7963,4372,395403,330055,97452,16.4,46338,61231,130406,114359,35934,51968,26203,76.9,16.8,6620802,13590,52040,178765,465922,1308969,424873,639475,465662,187804,151193,69087,345707,119214,294617,106021,1190672,47585,392687,166217,702
AZ,4,AZ_04,REP,537362,442051,202904,0,521097,0,100,56.38,435941,0,6110,0,514987,435841,107593,0,771214,388442,37622,41695,43575,42771,35585,80912,76516,88810,51940,59206,124716,69091,18775,747551,683277,12959,13587,11579,558,25591,148206,221439,476523,8654,32998,1597,3391,5428,13817,84188,25577,4689,135720,2684,2345,84554,34368,1042,19747,17800,1934,3762,8616,18063,416,1436,15005,2818,1818,5900,1549,84355,749079,135146,632851,57151,31755,4844,18131,3712,340716,218274,1705,5569,4522,15892,25.5,81672,64073,71473,28328,30963,6868,19785,16049,4653,37534,14586,4835,15610,24720,60932,40064,14038,16835,216049,41129,18816,515,400938,5.9,229068,2.38,2.56,94591,77898,93401,27768,8529,5074,24136,27887,30922,35415,55898,39912,12845,2053,194600,130215,1205,344,71790,921,6403,21894,14452,38573,32957,47385,61216,36938,35370,10850,7626,464327,376893,66885,9,23359,47034,173035,167600,49179,67941,41818,87.6,19.3,4689523,14007,72344,70175,378984,364396,205910,771094,132547,70274,142874,76379,174887,22751,315666,124013,1189740,68098,349740,144925,719
AZ,5,AZ_05,REP,765153,531105,282646,131000,617401,0,147752,0.24,486855,19000,11750,13500,605651,339102,48597.1,0,822497,400993,51721,59329,65427,59337,37840,99378,113781,109260,49279,40497,77355,43479,15814,792184,694713,25714,8018,36692,995,26052,150546,301091,434594,10209,27455,4647,3575,8425,8134,78738,17428,3687,115290,2156,2599,66466,35918,1492,17226,21242,1697,5413,5104,14024,967,3546,12810,2607,1778,5773,1230,51084,820959,87086,656776,104277,9729,2619,15030,316,229086,300401,3500,4865,9412,29250,27.3,171417,57703,104775,25368,28759,1865,21928,38521,11666,47739,19551,7997,37181,50217,85692,33086,19567,13012,324319,42168,21193,342,335679,4.5,213139,2.87,2.66,100972,82005,73433,25312,5974,3366,17004,6873,8840,22089,63251,73242,20760,1080,282600,151034,1645,457,75667,1223,2256,12119,6918,18312,21292,38317,53681,38753,55122,22927,23621,616850,237254,61888,6,12151,20560,124694,143633,49997,131413,66395,94,36,7590440,2268,6394,1963,707047,967668,324033,997509,133461,171960,601817,165500,655460,138186,425974,170745,1423599,67009,397794,230473,1580
AZ,6,AZ_06,REP,1687400,1472420,243388,25681.1,1287650,0,16467.9,50614.2,1218810,120000,3250,54851,1284400,1202350,28402.2,0,783087,383960,44426,40857,47003,41738,40608,108578,95026,104785,60454,55494,83187,44695,16236,758740,665644,20135,15039,41386,784,15752,129811,250483,413037,11573,40580,6966,5154,6502,13986,82203,21635,3798,128779,3244,6633,88670,56715,1741,13856,28440,2146,12864,7963,16222,1292,4054,13162,2103,2553,4792,1967,47612,780588,90544,650310,84485,3541,6044,18077,530,233377,295002,5641,4218,8003,37187,25.5,177822,59282,101440,23899,27994,1594,23444,21790,11307,43389,16887,8465,50869,60084,83143,42100,17519,9846,329492,33235,27100,610,363447,6.9,208377,2.51,2.38,104585,81933,68686,38695,12928,8795,7365,4631,12195,21424,43002,61670,44700,13390,346000,142627,1737,532,104052,1155,3193,14295,9257,24418,24887,33677,53908,42697,50130,23667,38686,554530,258482,60820,7.3,15480,21688,103087,128457,47081,154467,98195,93.5,44.4,19555511,5528,23607,195631,1484974,863865,740318,1401664,348375,650580,3003345,565786,2024163,1412385,2041724,315167,2511653,308467,1230171,424682,3426
AZ,7,AZ_07,DEM,972420,871342,484338,0,970719,0,200,0,728485,0,1000,141857,969719,728285,383261,0,833654,417518,71100,64679,71030,69691,68937,137244,109931,98959,41221,36309,40333,17398,6822,794205,553328,87049,24793,21843,1838,105354,536364,414895,200411,9051,10781,4089,706,636,4428,18477,8313,1570,33915,815,1200,28468,13199,283,4866,4619,975,2756,2438,4968,55,11891,4399,356,623,1103,1179,26962,827615,87545,689902,105545,5929,4787,27945,302,214353,256622,16025,7902,10805,11105,27.6,81828,89121,93369,52793,55132,1873,44350,26334,9861,45343,22229,5727,27277,47720,63348,40648,22857,14676,310305,36478,24984,476,268990,4.9,116269,3.56,3.19,91614,69955,43222,19932,8526,10612,8499,11865,22629,32949,25626,11111,2948,642,167900,79754,1162,378,124776,914,2816,20002,14539,29514,29647,42337,48327,26009,23818,6228,3440,352068,368582,147829,20.7,82497,69723,137688,98130,33013,45994,21172,68.8,13.8,19479408,1432,5290,NULL,1380146,1985874,1986049,874816,2479818,355303,1722618,267830,1314135,725304,900007,759989,2844987,319088,552352,472332,606
AZ,8,AZ_08,REP,1906380,1541970,364412,25000,1846220,25000,2698.41,32464.8,1533620,0,2345,6002.3,1843870,1530920,0,0,777208,373391,40927,43393,51244,41681,44474,92264,93773,104391,49194,45219,95026,53820,21802,752186,642289,32287,9621,32293,1419,34277,150619,260807,428597,11089,30477,6625,3109,4057,13305,80600,23300,4744,134100,3189,4274,87519,43752,1825,18252,25989,2490,3849,6821,15180,997,10168,13042,2091,1363,3707,1479,63929,766009,103662,658551,75319,5080,4537,16450,3149,257724,276970,2540,3479,5999,28548,28.6,141319,56639,102024,23648,32376,1081,22099,22067,9045,54345,21733,7044,36826,37326,78535,30716,17895,17294,296957,40842,17934,273,326812,5.9,214401,2.62,2.68,92847,78222,80311,27156,7837,3825,6575,7931,17917,40254,71926,56085,12413,1300,242900,143768,1436,404,72952,1206,2845,12721,9502,21793,23282,36596,55161,42441,53489,18338,16875,556869,271338,52064,5.2,15231,30702,139106,142900,57248,110959,59343,91.7,30.7,5319119,618,6679,13397,435939,234107,134255,960046,78229,60493,269094,99496,253272,39429,289226,90805,1604457,153539,421935,172313,1790
AZ,9,AZ_09,DEM,2317900,2159070,158831,0,2247690,0,0,0,1965970,0,1500,191600,2246190,1965970,0,0,769074,393619,48696,42971,45834,53328,70994,139751,101945,92401,45855,38814,55944,22871,9670,740374,564882,49478,20260,38442,2671,64641,210644,295561,350137,14226,20439,6635,3047,4242,9646,65978,13519,3142,93695,2143,3976,68694,37522,1160,11847,17359,2021,6821,4416,13509,956,7210,10384,1615,1935,4664,1185,37668,766095,71625,604375,108238,7833,7468,20665,500,185345,311124,11419,10499,12765,24251,22.3,172540,70313,111426,31882,29676,1739,27291,30947,9070,44353,21879,8338,44803,63538,89371,43894,18012,12602,347838,46229,21421,349,340634,6.6,147218,2.54,2.43,127511,72562,52450,28506,13269,9674,5366,5734,10253,19086,47573,40364,15142,3700,270100,101904,1431,450,153243,1062,3511,21047,10790,28922,28793,45277,55402,35746,40455,19109,18431,519140,221255,85786,10.5,21913,28181,93691,117051,45229,123561,77625,90.1,39.7,24709778,2652,3826,NULL,1424799,1589247,1700972,1542718,473682,1302842,3108051,814525,4279875,1693855,1544568,439009,2768591,444367,862029,655718,2010
CA,1,CA_01,REP,928930,785602,232553,505.4,926922,0,2008,0,740542,0,3700,41360,923222,738534,89475.6,0,718214,361669,37045,39823,41341,42993,49533,88491,78597,83913,51252,55004,89884,42821,17517,689266,617412,12970,15112,21020,1411,21341,100372,495742,168807,6620,49185,2161,1782,6302,11967,74075,19868,3752,98743,2529,2428,76005,37328,720,13103,9662,13687,4471,6708,15856,525,3599,12949,3596,1304,5600,435,55273,701364,125083,606888,56862,36399,1533,18510,277,272385,227412,1464,8462,6990,21168,21.6,104528,63311,69380,32213,30943,12583,21098,18721,6023,39591,13311,4459,16531,28251,75735,27438,16297,20337,213258,54393,31751,973,330193,4.5,183009,2.41,2.53,80955,62431,67439,35864,18994,16995,11520,8940,15298,23644,38839,57407,22895,4466,280200,109413,1659,475,92075,977,7594,16991,20998,31936,27682,39897,50279,32894,34028,14212,13761,427764,347674,41398,10.8,18053,32842,127359,150312,53162,80208,45543,90,24.8,6765690,79313,11846,157450,507640,608196,279760,867440,215680,133659,402764,95357,392828,96219,300826,75407,1807216,106996,381398,244646,1049
CA,10,CA_10,DEM,7051820,6209200,842616,0,6510680,0,8911.48,0,6169680,0,39222.9,300,6471460,6160770,0,0,758005,378671,51709,58297,56425,55055,53899,107579,95322,97074,46538,38559,57287,29400,10861,719190,561987,25902,5187,57429,5807,62878,335731,502183,85329,9301,20089,6636,355,5198,8846,45918,9874,2646,60867,2927,1075,50598,37579,73,5872,3903,33771,3412,4334,10037,500,3796,8640,3745,595,2763,507,27366,752003,97169,648116,64062,26993,5213,24935,311,223288,263933,2864,2927,3921,15374,33.5,92401,59307,80428,45955,53201,14006,26774,41697,11149,42281,26416,4886,12302,29344,69404,27310,15560,10163,267310,41440,21572,970,248676,2.3,139703,3.12,3.19,61540,66351,61547,26554,11693,10038,4432,3182,5470,8443,39556,59097,17393,2130,323700,99395,1691,493,94042,1194,3978,10511,11407,20958,19975,31696,42226,33747,38559,16967,11677,463200,319349,39245,10.8,49771,42033,145722,123398,35182,59643,26871,81,17.9,8414164,56128,7949,NULL,531088,1536859,745157,889526,669113,97963,254909,122037,362789,163805,349916,62821,1871314,48567,364812,237611,631
CA,11,CA_11,DEM,543869,438544,329825,0,541777,0,2092.14,0,305194,0,0,133350,541777,303102,224500,0,764135,372376,45812,46580,48710,44925,46609,100584,102281,105090,53029,44858,73539,36424,15694,708780,454724,60493,3612,109577,2912,77462,211446,407597,143049,12580,21238,7932,2677,4136,8072,48874,19209,2436,71217,6724,3635,59870,38749,993,10137,12157,10901,12268,6456,12978,811,6216,10381,2356,3113,3702,1331,28629,759686,86651,659746,49147,32728,7263,20427,801,222219,233969,44712,6642,6975,26593,37.2,160133,70645,80142,26895,32168,2089,24217,24784,8100,37739,18020,10265,30269,63063,79129,38366,20748,13194,291792,47763,29400,1028,285066,3.4,174047,2.85,2.77,69313,64979,59460,36307,17923,19994,2165,3288,1853,2115,8880,35533,72186,48027,692200,127012,2755,682,90557,1734,3372,12285,7416,14444,17039,24139,37482,33704,45598,26428,49441,544491,259424,44743,6.9,37254,29083,85337,103792,41382,147607,87044,87.5,44.1,13861319,1303,4932,24345,1290819,707322,561947,1155002,271639,469385,2028213,337097,1546000,520114,625605,252602,2954115,161754,503850,442619,2656
CA,12,CA_12,DEM,4096320,4581440,1335690,0,3775930,0,7209.84,14255.2,2340480,0,78331.5,2162630,3697600,2333280,1820820,0,774736,395971,35332,23498,29091,23507,41553,187977,124420,104634,44692,42883,64836,32596,19717,732645,369755,41427,2609,253919,3639,61296,114989,299968,193037,17401,24003,7407,2868,2502,6223,42585,16993,2895,53095,4178,3414,60234,36521,1682,6750,15895,3397,15921,3661,9320,958,4193,7369,3751,6569,3053,1321,19291,770655,75444,649068,54638,29062,10857,17871,266,191826,142161,161201,61192,38056,33402,33.7,273056,72105,86525,17176,24491,1137,16319,22014,6681,38320,21910,28645,41256,125962,84534,55775,17231,13569,390051,48021,34793,488,363178,3.4,112318,2.66,2.12,89289,84035,71490,40786,22098,20549,1325,351,596,329,1138,4204,37343,67032,1120600,75841,3496,721,211116,1820,4813,15589,16454,22195,16986,20183,31304,27551,54991,37644,85350,579210,227147,27974,5.3,43317,26319,69525,83891,28212,224026,146465,88.8,59.6,59999461,966,7282,NULL,1713238,479784,1608710,1766143,525541,9850857,11828509,1420914,14014427,2776612,2987490,1080039,4481290,780742,2666698,1262099,6131
CA,13,CA_13,DEM,1664780,1589340,113572,4401.75,1656440,0,8339.69,0,1146730,0,26905,415711,1629540,1138390,38132,0,766731,370995,45377,37349,41729,43747,53905,136522,114075,92082,46761,45314,69562,27849,12459,710180,317337,128064,5697,158455,5241,95386,171149,372424,165456,13563,19101,8488,2101,3781,5229,38428,12514,1936,51853,2977,2642,43280,27215,900,8259,11514,6399,9243,3751,10880,604,16299,7472,2690,2930,2609,4031,23347,762785,79784,637272,58652,36763,11738,24963,797,211151,191987,83240,24973,21295,27397,33.3,195872,69896,71133,24152,37031,933,23369,25883,8744,33432,19484,13452,21630,72757,101841,43756,20096,12707,299110,60149,37857,968,303161,1.8,124546,2.72,2.51,76123,76996,64440,31248,18109,19205,1420,570,731,831,4047,21637,61227,34083,747900,88041,2763,689,157266,1538,4309,15785,14185,22264,20714,26977,39723,32100,45859,28522,39992,520936,260391,53351,9.4,44002,38055,79580,89556,31120,148009,114302,84.9,48.2,19733986,978,NULL,152165,1440291,1320591,1310189,999620,1208281,1544108,1023094,346349,2549434,999301,706081,504265,3488827,616951,767045,753235,2912
CA,14,CA_14,DEM,903522,598202,1848210,50466.4,893819,0,2651.6,7051.62,533184,0,0,65018,893819,530532,1542890,0,756389,371201,40623,44976,40436,40701,44112,118095,108193,101962,48952,47251,68469,34098,18521,709543,320344,22042,2918,260755,11198,92286,181161,350795,103386,12599,15674,8031,2267,3400,4131,32678,11350,1638,42125,4390,1826,49657,37010,1234,5718,9013,5157,10842,2117,6655,440,2114,5851,2496,3558,2531,2454,21940,752322,63123,658824,40298,31207,8924,16391,513,192146,254822,64746,9867,10718,18285,30.5,197245,74263,90277,21663,29536,792,20499,27154,9356,42806,27115,17506,32176,72862,85481,41390,22398,13449,332110,47049,33122,703,265781,3.2,146501,3.05,2.82,55991,56747,59870,33235,21117,25362,1842,1293,1114,527,881,3608,64535,72701,996800,101875,3282,662,102782,2245,3039,7056,7270,10570,11711,18100,28884,31620,44815,32232,60064,592526,213064,30688,3.9,36723,22224,82959,99128,37892,156745,109870,89.2,48.9,37628529,707,6485,95297,1324239,3201261,2458225,1268500,2306046,11281748,2584962,479312,4650531,2951161,862697,226732,2067748,189693,1009814,659269,4102
CA,15,CA_15,DEM,2812370,2181950,1644540,0,2723380,0,18053.9,0,1565260,0,27985.1,588700,2695400,1547210,1014120,0,785387,391891,45686,53340,51630,45556,40078,115548,119361,116812,51394,45578,58223,28963,13218,737930,331442,44801,4984,274062,6764,75877,176703,402722,95306,10547,13713,7454,1534,2967,6336,35891,11628,2024,51903,3144,1690,48046,27854,533,7381,8642,16378,5141,3387,8733,333,7192,5821,2136,2028,2504,1358,25173,781189,60288,692864,42256,24255,9541,14281,263,196925,249943,33207,5976,5135,20650,36.6,200971,64766,83607,25336,37797,2388,21552,53789,12456,38177,18346,14126,27459,82872,80821,30726,16703,13062,343165,46908,21754,650,267251,4.7,163076,3.15,2.89,68857,65412,62888,28377,14191,13962,2063,2187,1556,779,2542,14836,99095,40018,797600,126033,2946,655,87346,1972,3265,7016,4096,9295,10175,17167,31412,29227,52229,35167,57903,608992,212719,25250,3.6,23010,29970,106621,100907,36453,152333,99803,90.4,45.9,21236353,1137,23373,22194,1573347,1827506,1905893,1059755,321726,2670375,1093765,324566,3512520,2805992,958785,137967,2040485,84206,510159,361410,1192
CA,16,CA_16,DEM,1697690,1913600,400761,0,1685630,0,2905.21,9147.42,1884270,0,19750,9587.03,1665880,1881360,616676,0,729788,363274,62601,57123,59993,55518,58637,115078,91388,81378,35511,35592,45970,22382,8617,703726,423863,37218,9070,71342,656,161577,450186,479764,69529,6164,9439,3767,718,3087,5839,17339,5237,569,32672,1536,364,25565,13729,46,1582,3219,18298,2361,2323,4415,0,2992,3252,1161,332,2091,275,23160,715307,110188,613217,69191,27807,3115,35282,53,226701,212902,5857,3976,4319,9546,25.5,58968,59554,61319,51677,45823,28768,20744,29132,9014,29109,14712,3356,9850,22075,60084,23039,13377,14081,215017,46065,15442,817,226110,3.9,103927,3.23,3.42,64704,56058,46917,23254,10545,11904,5878,5265,13259,21668,31718,18756,5558,1825,215700,69712,1351,427,104903,924,4552,18354,17269,28256,21332,34503,37520,23071,19645,7316,6116,309519,406348,62611,22.1,82084,61090,104195,101275,34725,37895,14652,67.2,12.1,6271829,101016,2475,NULL,415142,1196837,555219,534947,338250,160335,144042,75452,174690,67745,209971,100001,1476714,45710,221515,177207,781
CA,17,CA_17,DEM,2643300,1774850,923548,113093,2632920,0,8454.91,1930.13,1595670,0,12824.9,166350,2620090,1587220,55091.9,0,771078,392124,47430,43379,42425,42282,41703,145164,116697,110503,45685,38974,52285,30881,13670,730830,213102,23236,1973,426385,3014,63120,115886,297618,82965,13417,10736,4518,1089,1743,4051,27252,9910,1834,32884,2152,993,28949,20618,436,4062,4627,7780,6283,1394,5322,564,6112,4543,1072,3093,1980,410,15272,767082,55505,639874,66637,17265,19923,16113,161,204007,259896,20854,7727,9617,17170,28.5,242248,51866,64855,18149,32735,1191,11949,83134,10484,27938,12264,22887,17529,109204,65451,27715,13625,6482,363621,27487,18541,204,270458,4.9,138280,3.06,2.92,79349,57079,53607,29323,18244,16146,1265,1300,2089,1338,2074,6602,59885,63727,964500,93754,3144,687,112486,2418,2982,8076,6326,10061,10339,14069,23247,27768,50030,38002,65830,609924,193520,20167,3.9,22402,22806,86440,74833,35054,156445,155879,91.8,56.4,68100168,NULL,3642,NULL,2116395,10672876,12279499,1201762,377301,9068546,1251278,426028,10721661,14125044,1265120,364738,2307869,378157,830239,576625,1168
CA,18,CA_18,DEM,1342830,1164440,580858,6439.83,1332930,0,5250.03,4650.09,866886,0,11301,286250,1321630,861636,402468,0,742728,374708,41688,44673,46300,44844,41354,105126,97739,111253,51308,45651,61390,33544,17858,702407,464984,12740,4604,178788,962,40329,123083,346309,155303,10668,15768,6069,2021,4330,8696,56732,16010,2518,75765,3940,3005,58759,38085,1788,9385,15235,6803,16895,5065,16219,975,4614,14165,3220,4773,4907,1049,22427,738929,58174,626663,56989,21689,14300,14960,224,197434,275060,16846,12845,16844,30041,28.4,239464,44356,68893,19621,15306,2775,17502,48061,8176,30127,8618,25220,26353,87104,83231,27611,16068,6794,326053,31963,29154,470,286266,5.1,161856,2.79,2.56,70025,60442,62653,33592,19598,22746,2050,257,925,545,1123,4635,37470,114851,1337300,113969,3798,883,104016,2210,3184,8293,6946,11015,8498,16867,25197,26091,42248,35725,88176,615827,164773,28549,3.1,18043,14863,54469,70340,28477,160229,177448,93.7,64.5,46636795,3133,10547,37640,907730,1121334,3117408,1815535,85854,16272792,2448378,447953,8281523,1107913,911192,2954853,5467301,201040,916416,522701,5552
